equipment_bucket,item_group_ids,item_group_names,grade_code,grade_name,section_group,open_slot,candidate_index,option_id,option_name,value_raw,value_0_low16,value_1_high16,normal_probability,improved_probability,option_tier,probability_sum_valid,source_file_name,source_block_index,source_file_offset,mapping_basis,mapping_confidence
헬멧,0,헬멧,9,ULT 유니크,0,1,8,327,모든능력치증가,138,138,0,2,2,1,true,item_option_open.dat,54,0x27bd8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,1,9,736,현아이템착용레벨감소,259,259,0,7,7,1,true,item_option_open.dat,54,0x27bf0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,1,10,63,힘상승,331,331,0,5,5,2,true,item_option_open.dat,54,0x27c08,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,1,11,67,민첩성상승,331,331,0,5,5,2,true,item_option_open.dat,54,0x27c20,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,1,12,66,건강상승,331,331,0,5,5,2,true,item_option_open.dat,54,0x27c38,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,1,13,64,지혜상승,331,331,0,5,5,2,true,item_option_open.dat,54,0x27c50,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,1,14,65,지식상승,331,331,0,5,5,2,true,item_option_open.dat,54,0x27c68,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,1,15,68,카리스마상승,331,331,0,5,5,2,true,item_option_open.dat,54,0x27c80,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,1,16,69,행운상승,331,331,0,5,5,2,true,item_option_open.dat,54,0x27c98,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,1,17,327,모든능력치증가,165,165,0,1,1,2,true,item_option_open.dat,54,0x27cb0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,1,18,736,현아이템착용레벨감소,310,310,0,6,6,2,true,item_option_open.dat,54,0x27cc8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,1,796,레벨비례힘상승,65539,3,1,7,7,1,true,item_option_open.dat,54,0x27e18,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,2,797,레벨비례민첩성상승,65539,3,1,7,7,1,true,item_option_open.dat,54,0x27e30,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,3,800,레벨비례지식상승,65539,3,1,7,7,1,true,item_option_open.dat,54,0x27e48,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,4,798,레벨비례건강상승,65539,3,1,7,7,1,true,item_option_open.dat,54,0x27e60,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,5,799,레벨비례지혜상승,65539,3,1,7,7,1,true,item_option_open.dat,54,0x27e78,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,6,801,레벨비례카리스마상승,65539,3,1,7,7,1,true,item_option_open.dat,54,0x27e90,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,7,802,레벨비례운상승,65539,3,1,7,7,1,true,item_option_open.dat,54,0x27ea8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,8,796,레벨비례힘상승,65538,2,1,4,4,2,true,item_option_open.dat,54,0x27ec0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,9,797,레벨비례민첩성상승,65538,2,1,4,4,2,true,item_option_open.dat,54,0x27ed8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,10,800,레벨비례지식상승,65538,2,1,4,4,2,true,item_option_open.dat,54,0x27ef0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,11,798,레벨비례건강상승,65538,2,1,4,4,2,true,item_option_open.dat,54,0x27f08,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,12,799,레벨비례지혜상승,65538,2,1,4,4,2,true,item_option_open.dat,54,0x27f20,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,13,801,레벨비례카리스마상승,65538,2,1,4,4,2,true,item_option_open.dat,54,0x27f38,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,14,802,레벨비례운상승,65538,2,1,4,4,2,true,item_option_open.dat,54,0x27f50,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,15,0,방어력증가,36,36,0,15,15,1,true,item_option_open.dat,54,0x27f68,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,2,16,0,방어력증가,43,43,0,8,8,2,true,item_option_open.dat,54,0x27f80,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,1,55,vs동물형_물리대미지증가P,72,72,0,9,9,1,true,item_option_open.dat,54,0x28100,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,2,55,vs동물형_물리대미지증가P,86,86,0,5,5,2,true,item_option_open.dat,54,0x28118,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,3,55,vs동물형_물리대미지증가P,103,103,0,2,2,3,true,item_option_open.dat,54,0x28130,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,4,719,"(소환수,펫)상태이상저항증가",12,12,0,9,9,1,true,item_option_open.dat,54,0x28148,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,5,719,"(소환수,펫)상태이상저항증가",14,14,0,5,5,2,true,item_option_open.dat,54,0x28160,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,6,719,"(소환수,펫)상태이상저항증가",16,16,0,2,2,3,true,item_option_open.dat,54,0x28178,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,7,352,최대체력증가P,60,60,0,9,9,1,true,item_option_open.dat,54,0x28190,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,8,352,최대체력증가P,72,72,0,5,5,2,true,item_option_open.dat,54,0x281a8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,9,352,최대체력증가P,86,86,0,3,3,3,true,item_option_open.dat,54,0x281c0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,10,463,치명타대미지증가,12,12,0,9,9,1,true,item_option_open.dat,54,0x281d8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,11,463,치명타대미지증가,14,14,0,5,5,2,true,item_option_open.dat,54,0x281f0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,12,463,치명타대미지증가,16,16,0,3,3,3,true,item_option_open.dat,54,0x28208,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,13,351,방어력증가P,43,43,0,9,9,1,true,item_option_open.dat,54,0x28220,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,14,351,방어력증가P,51,51,0,5,5,2,true,item_option_open.dat,54,0x28238,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,15,351,방어력증가P,61,61,0,3,3,3,true,item_option_open.dat,54,0x28250,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,16,695,"(소환수,펫)최대체력증가P",30,30,0,9,9,1,true,item_option_open.dat,54,0x28268,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,17,695,"(소환수,펫)최대체력증가P",40,40,0,5,5,2,true,item_option_open.dat,54,0x28280,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,3,18,695,"(소환수,펫)최대체력증가P",50,50,0,3,3,3,true,item_option_open.dat,54,0x28298,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,1,88,치명타저항,26,26,0,9,9,1,true,item_option_open.dat,54,0x283e8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,2,88,치명타저항,31,31,0,4,3,2,true,item_option_open.dat,54,0x28400,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,3,88,치명타저항,37,37,0,1,1.1875,3,true,item_option_open.dat,54,0x28418,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,4,351,방어력증가P,43,43,0,9,9,1,true,item_option_open.dat,54,0x28430,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,5,351,방어력증가P,51,51,0,4,3,2,true,item_option_open.dat,54,0x28448,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,6,351,방어력증가P,61,61,0,1,1.1875,3,true,item_option_open.dat,54,0x28460,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,7,803,적에게입힌대미지의일부체력으로흡수,4,4,0,2,3,1,true,item_option_open.dat,54,0x28478,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,8,803,적에게입힌대미지의일부체력으로흡수,5,5,0,1,1.5,2,true,item_option_open.dat,54,0x28490,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,9,803,적에게입힌대미지의일부체력으로흡수,6,6,0,0.5,0.75,3,true,item_option_open.dat,54,0x284a8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,10,466,더블크리티컬대미지감소,36,36,0,10,9,1,true,item_option_open.dat,54,0x284c0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,11,37,즉사,14,14,0,8.5,8.5,1,true,item_option_open.dat,54,0x284d8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,12,923,소환수마법공격력증가P,20,20,0,10,9,1,true,item_option_open.dat,54,0x284f0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,13,109,모든스킬레벨증가,5,5,0,9,9,1,true,item_option_open.dat,54,0x28508,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,14,109,모든스킬레벨증가,6,6,0,4,3,2,true,item_option_open.dat,54,0x28520,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,15,109,모든스킬레벨증가,7,7,0,1,1.1875,3,true,item_option_open.dat,54,0x28538,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,16,929,조련펫모든스탯증가,432,432,0,10,9,1,true,item_option_open.dat,54,0x28550,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,17,727,스탯저하저항,7,7,0,2,3,1,true,item_option_open.dat,54,0x28568,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,18,727,스탯저하저항,8,8,0,1,1.5,2,true,item_option_open.dat,54,0x28580,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,19,727,스탯저하저항,9,9,0,0.5,0.75,3,true,item_option_open.dat,54,0x28598,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,20,110,회피율증가,8,8,0,5,5,1,true,item_option_open.dat,54,0x285b0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,21,110,회피율증가,9,9,0,3,3,2,true,item_option_open.dat,54,0x285c8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,22,110,회피율증가,10,10,0,1,1.1875,3,true,item_option_open.dat,54,0x285e0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,23,464,더블크리티컬대미지증가,12,12,0,2,3,1,true,item_option_open.dat,54,0x285f8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,24,464,더블크리티컬대미지증가,13,13,0,1,1.5,2,true,item_option_open.dat,54,0x28610,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,9,ULT 유니크,0,4,25,464,더블크리티컬대미지증가,14,14,0,0.5,0.75,3,true,item_option_open.dat,54,0x28628,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,1,63,힘상승,232,232,0,10,7.5,1,true,item_option_open.dat,55,0x286e0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,2,63,힘상승,446,446,0,2.5,5,2,true,item_option_open.dat,55,0x286f8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,3,67,민첩성상승,232,232,0,10,7.5,1,true,item_option_open.dat,55,0x28710,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,4,67,민첩성상승,446,446,0,2.5,5,2,true,item_option_open.dat,55,0x28728,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,5,66,건강상승,232,232,0,10,7.5,1,true,item_option_open.dat,55,0x28740,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,6,66,건강상승,446,446,0,2.5,5,2,true,item_option_open.dat,55,0x28758,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,7,64,지혜상승,232,232,0,10,7.5,1,true,item_option_open.dat,55,0x28770,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,8,64,지혜상승,446,446,0,2.5,5,2,true,item_option_open.dat,55,0x28788,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,9,65,지식상승,232,232,0,10,7.5,1,true,item_option_open.dat,55,0x287a0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,10,65,지식상승,446,446,0,2.5,5,2,true,item_option_open.dat,55,0x287b8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,11,68,카리스마상승,232,232,0,10,7.5,1,true,item_option_open.dat,55,0x287d0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,12,68,카리스마상승,446,446,0,2.5,5,2,true,item_option_open.dat,55,0x287e8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,13,69,행운상승,232,232,0,10,7.5,1,true,item_option_open.dat,55,0x28800,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,14,69,행운상승,446,446,0,2.5,5,2,true,item_option_open.dat,55,0x28818,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,15,736,현아이템착용레벨감소,300,300,0,10,7.5,1,true,item_option_open.dat,55,0x28830,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,1,16,736,현아이템착용레벨감소,400,400,0,2.5,5,2,true,item_option_open.dat,55,0x28848,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,1,63,힘상승,446,446,0,1.42,2.85,2,true,item_option_open.dat,55,0x289c8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,2,67,민첩성상승,446,446,0,1.42,2.86,2,true,item_option_open.dat,55,0x289e0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,3,66,건강상승,446,446,0,1.42,2.86,2,true,item_option_open.dat,55,0x289f8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,4,64,지혜상승,446,446,0,1.42,2.86,2,true,item_option_open.dat,55,0x28a10,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,5,65,지식상승,446,446,0,1.42,2.85,2,true,item_option_open.dat,55,0x28a28,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,6,68,카리스마상승,446,446,0,1.42,2.86,2,true,item_option_open.dat,55,0x28a40,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,7,69,행운상승,446,446,0,1.42,2.86,2,true,item_option_open.dat,55,0x28a58,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,8,0,방어력증가,26,26,0,9.01,8,1,true,item_option_open.dat,55,0x28a70,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,9,0,방어력증가,33,33,0,9.01,8,2,true,item_option_open.dat,55,0x28a88,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,10,351,방어력증가P,98,98,0,9.01,8,1,true,item_option_open.dat,55,0x28aa0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
헬멧,0,헬멧,11,,0,2,11,351,방어력증가P,149,149,0,9.01,8,2,true,item_option_open.dat,55,0x28ab8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
